"brokered_by","price","bed","bath","acre_lot","street","city","state","house_size","price_per_sqft","price_per_acre","area_type"
81909,55000,2,2,1.22,1913924,"Naranjito","Puerto Rico",1500,36.67,45081.97,"rural"
52707,157500,4,2,0.08,377951,"Toa Alta","Puerto Rico",1650,95.45,1968750,"urban"
52707,270000,3,3,0.3,1879198,"Toa Alta","Puerto Rico",2400,112.5,9e+05,"suburban"
33842,172000,6,4,0.2,1940307,"Naranjito","Puerto Rico",1880,91.49,860000,"urban"
81909,65000,6,4,0.1,397849,"Toa Alta","Puerto Rico",2600,25,650000,"urban"
102909,625000,3,2,0.12,5095,"Vega Alta","Puerto Rico",2096,298.19,5208333.33,"urban"
3606,465000,3,2,0.27,1609595,"Dorado","Puerto Rico",2200,211.36,1722222.22,"suburban"
102909,575000,3,3,0.52,652522,"Dorado","Puerto Rico",1500,383.33,1105769.23,"suburban"
29325,1100000,4,3,0.14,1484017,"Dorado","Puerto Rico",3500,314.29,7857142.86,"urban"
46667,550000,3,2,0.1,1837660,"Dorado","Puerto Rico",1800,305.56,5500000,"urban"
8688,895000,4,3,0.12,1947221,"Dorado","Puerto Rico",2490,359.44,7458333.33,"urban"
37634,495000,3,2,0.12,1946328,"Vega Alta","Puerto Rico",1564,316.5,4125000,"urban"
18214,635000,3,2,0.07,6119,"Vega Alta","Puerto Rico",2100,302.38,9071428.57,"urban"
102909,1125000,2,2,0.12,1854725,"Dorado","Puerto Rico",1172,959.9,9375000,"urban"
31239,97000,1,2,0.12,1988142,"Cabo Rojo","Puerto Rico",900,107.78,808333.33,"urban"
87549,134000,3,1,0.08,1902722,"Cabo Rojo","Puerto Rico",900,148.89,1675000,"urban"
48392,365000,4,2,0.25,1139967,"Cabo Rojo","Puerto Rico",2800,130.36,1460000,"urban"
31239,260000,3,2,0.2,1645160,"Cabo Rojo","Puerto Rico",2214,117.43,1300000,"urban"
109906,460000,4,2,0.22,1450082,"Cabo Rojo","Puerto Rico",3328,138.22,2090909.09,"urban"
103378,63000,4,2,0.48,1888053,"Hormigueros","Puerto Rico",1233,51.09,131250,"suburban"
87549,75000,3,2,0.12,1819530,"Mayaguez","Puerto Rico",1200,62.5,625000,"urban"
52707,325000,5,5,0.19,1879192,"Cabo Rojo","Puerto Rico",4000,81.25,1710526.32,"urban"
87549,101800,3,2,0.07,1879216,"Cabo Rojo","Puerto Rico",1000,101.8,1454285.71,"urban"
87549,25000,1,1,0.12,962678,"Cabo Rojo","Puerto Rico",491,50.92,208333.33,"urban"
52707,205000,3,3,0.27,1002452,"Guanica","Puerto Rico",976,210.04,759259.26,"suburban"
102017,135000,4,2,0.12,198778,"Hormigueros","Puerto Rico",1163,116.08,1125000,"urban"
87549,104000,3,2,0.08,1311508,"Mayaguez","Puerto Rico",1175,88.51,1300000,"urban"
52707,275000,3,2,0.97,1902773,"Lajas","Puerto Rico",1200,229.17,283505.15,"suburban"
52707,1e+05,3,2,0.12,1193340,"Cabo Rojo","Puerto Rico",1044,95.79,833333.33,"urban"
52707,75000,3,1,0.03,1104886,"Cabo Rojo","Puerto Rico",980,76.53,2500000,"urban"
87549,122000,4,2,0.19,521774,"Cabo Rojo","Puerto Rico",1400,87.14,642105.26,"urban"
88444,150000,3,1,0.16,1837366,"Cabo Rojo","Puerto Rico",936,160.26,937500,"urban"
31238,325000,3,4,0.23,1917857,"Cabo Rojo","Puerto Rico",3089,105.21,1413043.48,"urban"
101,130000,3,4,0.09,560375,"Cabo Rojo","Puerto Rico",2064,62.98,1444444.44,"urban"
72457,139900,2,2,0.46,34931,"Cabo Rojo","Puerto Rico",1242,112.64,304130.43,"suburban"
49045,395000,8,5,0.48,58866,"Cabo Rojo","Puerto Rico",8368,47.2,822916.67,"suburban"
65773,375000,5,4,0.22,387597,"Cabo Rojo","Puerto Rico",2700,138.89,1704545.45,"urban"
48230,385000,3,3,0.26,1855340,"Cabo Rojo","Puerto Rico",2069,186.08,1480769.23,"suburban"
87549,6e+05,8,7,0.43,1842699,"Cabo Rojo","Puerto Rico",3192,187.97,1395348.84,"suburban"
77601,195000,2,2,0.12,6938,"Cabo Rojo","Puerto Rico",1377,141.61,1625000,"urban"
30740,220000,1,1,0.12,1940313,"Cabo Rojo","Puerto Rico",736,298.91,1833333.33,"urban"
3763,70000,3,1,0.04,1884194,"Penuelas","Puerto Rico",913,76.67,1750000,"urban"
83881,799000,5,3,0.49,1837520,"Penuelas","Puerto Rico",2500,319.6,1630612.24,"suburban"
103378,74500,3,1,0.08,1899174,"Penuelas","Puerto Rico",917,81.24,931250,"urban"
103378,70000,3,2,0.09,795443,"San Sebastian","Puerto Rico",1120,62.5,777777.78,"urban"
67333,85000,3,2,0.08,1868706,"Ponce","Puerto Rico",1500,56.67,1062500,"urban"
103378,69900,3,3,0.23,1857025,"Utuado","Puerto Rico",1326,52.71,303913.04,"urban"
1589,330000,3,2,0.97,1757696,"Hatillo","Puerto Rico",2111,156.32,340206.19,"suburban"
52707,145000,3,2,0.12,1922060,"Ponce","Puerto Rico",1296,111.88,1208333.33,"urban"
81909,135000,3,2,0.12,466228,"Carolina","Puerto Rico",1248,108.17,1125000,"urban"
60622,69500,3,1,0.04,1308651,"Camuy","Puerto Rico",1460,47.6,1737500,"urban"
60830,135000,4,3,0.24,1856515,"Camuy","Puerto Rico",1500,90,562500,"urban"
87549,74000,3,1,0.38,1902878,"Camuy","Puerto Rico",900,82.22,194736.84,"suburban"
33888,109000,3,1,1.94,1898056,"Camuy","Puerto Rico",1400,77.86,56185.57,"rural"
87549,168100,3,3,0.13,1239373,"Camuy","Puerto Rico",1300,129.31,1293076.92,"urban"
52464,110000,3,1,0.1,1855935,"Camuy","Puerto Rico",800,137.5,1100000,"urban"
31239,130000,3,2,0.1,1946163,"Sabana Grande","Puerto Rico",1290,100.78,1300000,"urban"
31238,3e+05,8,4,0.45,1946165,"Sabana Grande","Puerto Rico",2852,105.19,666666.67,"suburban"
75895,54900,5,2,1.21,1007137,"Sabana Grande","Puerto Rico",1898,28.93,45371.9,"rural"
16802,250000,2,1,0.2,212525,"Sabana Grande","Puerto Rico",1275,196.08,1250000,"urban"
108122,435000,3,3,0.36,2396,"Sabana Grande","Puerto Rico",20132,21.61,1208333.33,"suburban"
103379,89000,3,2,1.17,603617,"Ciales","Puerto Rico",1000,89,76068.38,"rural"
52707,275000,3,2,1.48,370572,"Ciales","Puerto Rico",1820,151.1,185810.81,"rural"
81909,65000,3,2,0.1,1837550,"Ciales","Puerto Rico",1100,59.09,650000,"urban"
52707,225000,4,3,2.23,1902765,"Ciales","Puerto Rico",3344,67.28,100896.86,"rural"
109906,98000,3,1,1.16,1902892,"Ciales","Puerto Rico",1100,89.09,84482.76,"rural"
1205,55000,3,2,0.09,654886,"Ciales","Puerto Rico",1092,50.37,611111.11,"urban"
85121,65000,3,2,0.09,1908246,"Ciales","Puerto Rico",1100,59.09,722222.22,"urban"
92147,106700,3,2,0.97,332814,"Utuado","Puerto Rico",1205,88.55,110000,"suburban"
52707,180000,3,2,10.44,130075,"Utuado","Puerto Rico",1251,143.88,17241.38,"rural"
60831,550000,6,3,28.17,1946165,"Utuado","Puerto Rico",5000,110,19524.32,"rural"
49909,70000,2,1,0.22,1395377,"Utuado","Puerto Rico",845,82.84,318181.82,"urban"
105192,198500,4,2,2.91,1902820,"Utuado","Puerto Rico",1000,198.5,68213.06,"rural"
60830,75000,5,3,0.1,569131,"Utuado","Puerto Rico",950,78.95,750000,"urban"
52707,219900,4,2,2.06,1902833,"Utuado","Puerto Rico",1100,199.91,106747.57,"rural"
1502,95000,3,2,0.86,1856897,"Utuado","Puerto Rico",1700,55.88,110465.12,"suburban"
1502,99000,13,4,0.2,655097,"Utuado","Puerto Rico",600,165,495000,"urban"
60831,75000,3,1,0.28,1946304,"Utuado","Puerto Rico",781,96.03,267857.14,"suburban"
60830,6e+05,6,3,30,1946303,"Utuado","Puerto Rico",5000,120,20000,"rural"
60830,120000,3,1,0.26,1946327,"Utuado","Puerto Rico",781,153.65,461538.46,"suburban"
62210,108000,4,1,0.94,1670695,"Utuado","Puerto Rico",13818,7.82,114893.62,"suburban"
2050,750000,3,3,0.24,1563413,"Dorado","Puerto Rico",2377,315.52,3125000,"urban"
55665,550000,3,3,0.16,1858417,"Dorado","Puerto Rico",2000,275,3437500,"urban"
55665,950000,4,3,0.14,1559180,"Dorado","Puerto Rico",2850,333.33,6785714.29,"urban"
26006,995000,4,3,0.25,1647493,"Dorado","Puerto Rico",2900,343.1,3980000,"urban"
7922,595000,2,2,0.12,1940276,"Dorado","Puerto Rico",1155,515.15,4958333.33,"urban"
7832,1135000,4,3,0.15,1555726,"Dorado","Puerto Rico",2850,398.25,7566666.67,"urban"
105192,850000,4,2,0.21,1222456,"Dorado","Puerto Rico",999,850.85,4047619.05,"urban"
34000,3e+05,4,4,0.07,NA,"Dorado","Puerto Rico",3090,97.09,4285714.29,"urban"
92147,97900,4,2,0.51,1567906,"Hatillo","Puerto Rico",1641,59.66,191960.78,"suburban"
62066,58000,3,1,0.05,965293,"Ponce","Puerto Rico",790,73.42,1160000,"urban"
103378,144900,4,4,0.2,597273,"Hatillo","Puerto Rico",1760,82.33,724500,"urban"
61710,265000,3,3,2.91,1902735,"Moca","Puerto Rico",2485,106.64,91065.29,"rural"
3763,99000,3,1,0.15,734101,"Juana Diaz","Puerto Rico",800,123.75,660000,"urban"
52270,76900,3,2,0.12,1873083,"Canovanas","Puerto Rico",1200,64.08,640833.33,"urban"
52707,95000,3,1,0.1,918508,"Ponce","Puerto Rico",1100,86.36,950000,"urban"
62210,245000,4,3,0.22,1839307,"Camuy","Puerto Rico",900,272.22,1113636.36,"urban"
31239,225000,3,3,0.72,782285,"Ponce","Puerto Rico",2460,91.46,312500,"suburban"
92147,119000,3,2,0.08,113181,"Juana Diaz","Puerto Rico",1084,109.78,1487500,"urban"
103378,97000,4,2,0.35,1946160,"Juana Diaz","Puerto Rico",1918,50.57,277142.86,"suburban"
81909,210000,4,3,5.05,1902767,"Ponce","Puerto Rico",1520,138.16,41584.16,"rural"
3633,67600,4,1,0.8,1758795,"Ponce","Puerto Rico",921,73.4,84500,"suburban"
52707,102900,3,1,0.09,1826163,"Juana Diaz","Puerto Rico",870,118.28,1143333.33,"urban"
92147,121000,3,2,0.22,1241895,"San Sebastian","Puerto Rico",1134,106.7,550000,"urban"
52707,81000,4,2,0.15,1856963,"Lares","Puerto Rico",1597,50.72,540000,"urban"
103378,84900,3,2,0.08,1985075,"Ponce","Puerto Rico",1250,67.92,1061250,"urban"
74819,99000,5,2,0.25,413713,"Ponce","Puerto Rico",2283,43.36,396000,"urban"
52707,120000,3,2,0.09,1903696,"Jayuya","Puerto Rico",1100,109.09,1333333.33,"urban"
103378,106000,3,2,0.04,1985090,"Ponce","Puerto Rico",1547,68.52,2650000,"urban"
52707,225000,4,2,0.2,1884228,"Coamo","Puerto Rico",1700,132.35,1125000,"urban"
103378,74000,3,2,0.04,1985088,"Ponce","Puerto Rico",980,75.51,1850000,"urban"
52707,85000,3,1,0.12,151181,"Hatillo","Puerto Rico",930,91.4,708333.33,"urban"
3633,54000,3,1,0.68,1565797,"Ponce","Puerto Rico",905,59.67,79411.76,"suburban"
49909,65000,3,1,0.04,603596,"Ponce","Puerto Rico",1025,63.41,1625000,"urban"
3633,126600,2,2,0.25,347753,"Ponce","Puerto Rico",1004,126.1,506400,"urban"
31239,349900,6,5,0.27,1255530,"Ponce","Puerto Rico",3953,88.52,1295925.93,"suburban"
92147,99000,3,1,0.11,1897240,"Lares","Puerto Rico",870,113.79,9e+05,"urban"
87549,67000,3,2,0.11,1916183,"Yauco","Puerto Rico",1000,67,609090.91,"urban"
103378,121500,4,1,0.11,1985091,"Ponce","Puerto Rico",1562,77.78,1104545.45,"urban"
102017,115000,3,2,0.25,1850850,"San Sebastian","Puerto Rico",875,131.43,460000,"urban"
25119,295000,5,3,2.43,1888384,"Juana Diaz","Puerto Rico",2625,112.38,121399.18,"rural"
46667,299000,4,2,0.09,1951672,"Trujillo Alto","Puerto Rico",1700,175.88,3322222.22,"urban"
52707,250000,8,7,0.09,232978,"Ponce","Puerto Rico",4036,61.94,2777777.78,"urban"
107152,195000,3,2,0.28,1966332,"Aguadilla","Puerto Rico",2000,97.5,696428.57,"suburban"
107152,2e+05,3,2,0.22,6709,"Aguadilla","Puerto Rico",1895,105.54,909090.91,"urban"
46019,95000,6,2,0.11,385227,"Hormigueros","Puerto Rico",2914,32.6,863636.36,"urban"
52464,295000,3,2,0.12,1844373,"Rincon","Puerto Rico",2000,147.5,2458333.33,"urban"
52707,128000,3,2,0.1,1884180,"Hormigueros","Puerto Rico",1100,116.36,1280000,"urban"
107152,195000,3,2,0.19,1856968,"Isabela","Puerto Rico",1800,108.33,1026315.79,"urban"
50999,147600,3,3,0.22,6321,"Arecibo","Puerto Rico",2673,55.22,670909.09,"urban"
103378,109000,4,2,0.22,1844377,"Arecibo","Puerto Rico",2760,39.49,495454.55,"urban"
50999,73000,3,1,0.08,8850,"Arecibo","Puerto Rico",785,92.99,912500,"urban"
60622,78000,3,1,0.25,1854803,"Arecibo","Puerto Rico",1403,55.6,312000,"urban"
