"brokered_by","price","bed","bath","acre_lot","street","city","state","house_size","price_per_sqft","price_per_acre","area_type"
69039,650000,13,5,0.3,1668356,"Pawtucket","Rhode Island",6976,93.18,2166666.67,"suburban"
8048,419900,4,2,0.18,764469,"Coventry","Rhode Island",2271,184.9,2332777.78,"urban"
85655,359000,3,2,0.23,1449237,"West Warwick","Rhode Island",1459,246.06,1560869.57,"urban"
83803,149000,1,1,0.19,115978,"Johnston","Rhode Island",580,256.9,784210.53,"urban"
15852,550000,3,2,0.14,722632,"Pawtucket","Rhode Island",1864,295.06,3928571.43,"urban"
109167,474900,4,2,1.03,603399,"Smithfield","Rhode Island",1992,238.4,461067.96,"rural"
22647,320000,3,1,0.12,1088848,"Cranston","Rhode Island",1310,244.27,2666666.67,"urban"
81672,319900,9,3,0.08,1053377,"Providence","Rhode Island",5421,59.01,3998750,"urban"
8048,329000,3,2,0.24,1137077,"Coventry","Rhode Island",960,342.71,1370833.33,"urban"
78958,379900,3,2,0.24,1653525,"North Providence","Rhode Island",1392,272.92,1582916.67,"urban"
15852,469000,4,2,0.21,605940,"East Providence","Rhode Island",1700,275.88,2233333.33,"urban"
80052,919900,4,4,0.93,119153,"Warwick","Rhode Island",3673,250.45,989139.78,"suburban"
109167,339900,9,3,0.11,847492,"Pawtucket","Rhode Island",4464,76.14,3090000,"urban"
83577,399900,7,3,0.09,166908,"Providence","Rhode Island",4190,95.44,4443333.33,"urban"
15852,425000,8,4,0.09,1297007,"Providence","Rhode Island",4020,105.72,4722222.22,"urban"
15852,324500,3,1,0.11,1428183,"East Providence","Rhode Island",1200,270.42,2950000,"urban"
22654,339900,3,1,0.21,1510862,"Coventry","Rhode Island",1440,236.04,1618571.43,"urban"
15852,350000,4,1,0.1,1244459,"East Providence","Rhode Island",1014,345.17,3500000,"urban"
54138,749000,5,3,2.15,1540745,"North Kingstown","Rhode Island",2675,280,348372.09,"rural"
78166,789900,5,4,1.16,1106655,"Warwick","Rhode Island",4722,167.28,680948.28,"rural"
66165,999999,4,3,0.58,653870,"Barrington","Rhode Island",3079,324.78,1724136.21,"suburban"
81564,179900,1,1,1.84,1012860,"Voluntown","Connecticut",676,266.12,97771.74,"rural"
14933,190000,2,1,0.07,731568,"Cranston","Rhode Island",728,260.99,2714285.71,"urban"
89929,289000,2,1,0.59,1192513,"Scituate","Rhode Island",1168,247.43,489830.51,"suburban"
11500,329900,2,1,0.2,975273,"Cranston","Rhode Island",1240,266.05,1649500,"urban"
15469,324900,4,2,0.08,484793,"Pawtucket","Rhode Island",2508,129.55,4061250,"urban"
52607,279900,3,1,0.08,722920,"Providence","Rhode Island",1166,240.05,3498750,"urban"
78838,379900,6,3,0.17,1539905,"Providence","Rhode Island",4368,86.97,2234705.88,"urban"
16774,335000,4,2,0.34,1685598,"Coventry","Rhode Island",2543,131.73,985294.12,"suburban"
22654,1e+05,2,1,0.19,436096,"North Kingstown","Rhode Island",980,102.04,526315.79,"urban"
85655,399900,6,3,0.09,437567,"Pawtucket","Rhode Island",4822,82.93,4443333.33,"urban"
53317,469000,3,2,2.8,36676,"Exeter","Rhode Island",2120,221.23,167500,"rural"
79651,325000,3,2,0.19,562483,"Johnston","Rhode Island",1356,239.68,1710526.32,"urban"
8883,315000,3,1,0.1,1053336,"Pawtucket","Rhode Island",992,317.54,3150000,"urban"
14576,424900,3,2,2.2,558638,"Coventry","Rhode Island",1138,373.37,193136.36,"rural"
15268,599900,4,2,1,795859,"East Greenwich","Rhode Island",1578,380.16,599900,"suburban"
25197,319900,3,1,0.11,242607,"Pawtucket","Rhode Island",1080,296.2,2908181.82,"urban"
20782,455000,7,3,0.07,695945,"Providence","Rhode Island",4838,94.05,6500000,"urban"
52607,375000,4,2,0.23,523609,"Warwick","Rhode Island",1123,333.93,1630434.78,"urban"
22654,324900,3,1,0.12,386840,"East Providence","Rhode Island",960,338.44,2707500,"urban"
81672,524900,3,3,0.04,201607,"East Greenwich","Rhode Island",2824,185.87,13122500,"urban"
52660,829900,3,3,0.46,1999009,"Attleboro","Massachusetts",2900,286.17,1804130.43,"suburban"
52660,829900,3,3,0.46,2001020,"Attleboro","Massachusetts",2900,286.17,1804130.43,"suburban"
63464,729900,2,3,0.53,481107,"Norfolk","Massachusetts",2287,319.15,1377169.81,"suburban"
93591,249900,3,2,0.1,1272845,"Cranston","Rhode Island",1210,206.53,2499000,"urban"
99771,289900,3,1,0.11,1297010,"Providence","Rhode Island",1224,236.85,2635454.55,"urban"
106606,649900,8,6,0.18,1798865,"East Providence","Rhode Island",4832,134.5,3610555.56,"urban"
109914,299900,3,2,0.12,1089281,"Warwick","Rhode Island",1140,263.07,2499166.67,"urban"
15852,325000,3,2,0.11,985475,"Providence","Rhode Island",1250,260,2954545.45,"urban"
85307,209900,1,1,0.11,783942,"North Providence","Rhode Island",520,403.65,1908181.82,"urban"
78838,295000,3,2,0.1,1192148,"Providence","Rhode Island",1232,239.45,2950000,"urban"
26030,369900,4,2,0.09,780643,"Pawtucket","Rhode Island",1634,226.38,4110000,"urban"
54300,489900,3,4,0.14,1105600,"East Providence","Rhode Island",1800,272.17,3499285.71,"urban"
7136,850000,6,3,0.1,821821,"Providence","Rhode Island",5432,156.48,8500000,"urban"
25628,354900,3,2,0.11,524670,"Pawtucket","Rhode Island",1234,287.6,3226363.64,"urban"
19629,525000,4,3,6.8,794258,"Foster","Rhode Island",2850,184.21,77205.88,"rural"
81672,469000,3,3,0.19,883741,"Warwick","Rhode Island",1540,304.55,2468421.05,"urban"
15852,375000,4,2,0.11,433165,"Cranston","Rhode Island",1680,223.21,3409090.91,"urban"
66166,794900,3,3,1,77845,"East Greenwich","Rhode Island",2584,307.62,794900,"suburban"
31293,1100000,4,4,1.31,669368,"North Kingstown","Rhode Island",3200,343.75,839694.66,"rural"
29265,529900,10,4,0.2,46365,"Pawtucket","Rhode Island",4680,113.23,2649500,"urban"
78958,485000,3,2,0.37,1369679,"Attleboro","Massachusetts",2004,242.02,1310810.81,"suburban"
63464,729900,2,3,0.41,384902,"Norfolk","Massachusetts",2287,319.15,1780243.9,"suburban"
15665,409999,3,2,0.2,1309407,"Smithfield","Rhode Island",1232,332.79,2049995,"urban"
13825,399900,6,4,0.06,150927,"Pawtucket","Rhode Island",4945,80.87,6665000,"urban"
81032,153000,4,2,0.1,91717,"Providence","Rhode Island",1223,125.1,1530000,"urban"
29265,169900,2,1,0.19,1142777,"East Providence","Rhode Island",721,235.64,894210.53,"urban"
19729,299999,3,3,0.1,586996,"Johnston","Rhode Island",1200,250,2999990,"urban"
79077,439900,4,2,1.07,388573,"Scituate","Rhode Island",2364,186.08,411121.5,"rural"
15852,289900,3,1,0.11,918571,"West Warwick","Rhode Island",1400,207.07,2635454.55,"urban"
19682,349900,3,2,0.11,653740,"North Providence","Rhode Island",1120,312.41,3180909.09,"urban"
29265,355000,3,2,0.3,1142295,"North Providence","Rhode Island",1985,178.84,1183333.33,"suburban"
15852,419000,4,4,0.14,212993,"Providence","Rhode Island",3466,120.89,2992857.14,"urban"
53317,285000,3,1,0.29,1757310,"Warwick","Rhode Island",872,326.83,982758.62,"suburban"
86079,280000,3,1,0.16,13859,"Warwick","Rhode Island",960,291.67,1750000,"urban"
81672,319900,5,3,0.07,1306225,"Providence","Rhode Island",3169,100.95,4570000,"urban"
83272,749900,4,4,0.62,1978622,"Attleboro","Massachusetts",2900,258.59,1209516.13,"suburban"
5735,315000,3,2,0.18,129994,"Warwick","Rhode Island",872,361.24,1750000,"urban"
79362,560000,3,3,0.51,1121876,"Cranston","Rhode Island",2026,276.41,1098039.22,"suburban"
45068,424900,4,2,1.65,1293452,"Glocester","Rhode Island",1700,249.94,257515.15,"rural"
106606,429900,3,2,0.18,822149,"East Providence","Rhode Island",1592,270.04,2388333.33,"urban"
45068,310000,3,1,0.37,600725,"West Warwick","Rhode Island",960,322.92,837837.84,"suburban"
68596,420000,4,2,0.18,694698,"Middletown","Rhode Island",1426,294.53,2333333.33,"urban"
8048,475000,3,2,0.11,152299,"Warwick","Rhode Island",1664,285.46,4318181.82,"urban"
85368,825000,6,4,0.1,387567,"Providence","Rhode Island",2737,301.42,8250000,"urban"
81672,359900,4,2,0.07,1609489,"Providence","Rhode Island",3439,104.65,5141428.57,"urban"
85655,629900,3,3,0.87,496480,"North Kingstown","Rhode Island",2545,247.5,724022.99,"suburban"
108039,419900,3,2,0.23,1120859,"North Providence","Rhode Island",1500,279.93,1825652.17,"urban"
80291,389999,5,2,0.24,297571,"Cranston","Rhode Island",3915,99.62,1624995.83,"urban"
33762,850000,4,3,2,1170235,"North Kingstown","Rhode Island",2626,323.69,425000,"rural"
85655,329900,7,3,0.08,1312914,"Providence","Rhode Island",2536,130.09,4123750,"urban"
109914,299900,3,1,0.07,1450927,"Providence","Rhode Island",960,312.4,4284285.71,"urban"
52607,320000,3,1,0.1,602321,"Pawtucket","Rhode Island",1050,304.76,3200000,"urban"
22786,1050000,2,2,0.27,1628746,"Wellesley","Massachusetts",1811,579.79,3888888.89,"suburban"
68409,225000,2,2,0.19,731538,"Warwick","Rhode Island",926,242.98,1184210.53,"urban"
79362,165000,2,2,0.11,112871,"Attleboro","Massachusetts",960,171.88,1500000,"urban"
106504,389900,3,3,9.16,569330,"Voluntown","Connecticut",1835,212.48,42565.5,"rural"
106504,439900,3,3,2.6,1053615,"Killingly","Connecticut",2160,203.66,169192.31,"rural"
10583,239000,2,1,0.33,1448849,"Hopkinton","Rhode Island",1047,228.27,724242.42,"suburban"
78984,525000,3,4,0.19,1405272,"Warwick","Rhode Island",1710,307.02,2763157.89,"urban"
85655,335000,2,2,0.24,1543991,"Warwick","Rhode Island",1444,231.99,1395833.33,"urban"
45068,270000,2,2,0.15,1725416,"Providence","Rhode Island",924,292.21,1800000,"urban"
81032,389900,7,3,0.13,1053173,"Pawtucket","Rhode Island",4648,83.89,2999230.77,"urban"
17372,322500,3,2,0.26,1233562,"North Providence","Rhode Island",1464,220.29,1240384.62,"suburban"
53016,549000,4,4,0.11,436051,"Pawtucket","Rhode Island",4198,130.78,4990909.09,"urban"
28614,430000,3,2,0.34,821279,"Warwick","Rhode Island",1729,248.7,1264705.88,"suburban"
34916,319900,2,1,0.1,1313913,"Warwick","Rhode Island",888,360.25,3199000,"urban"
77327,439000,4,3,0.25,1447529,"Cranston","Rhode Island",2028,216.47,1756000,"urban"
15852,299900,3,1,0.16,532275,"Providence","Rhode Island",1000,299.9,1874375,"urban"
80052,499000,3,2,0.16,370468,"Warwick","Rhode Island",1680,297.02,3118750,"urban"
109167,429900,4,4,0.11,600025,"Pawtucket","Rhode Island",3764,114.21,3908181.82,"urban"
66165,450000,3,2,0.26,332151,"Bristol","Rhode Island",1687,266.75,1730769.23,"suburban"
69039,285000,3,1,0.28,892594,"Warwick","Rhode Island",1092,260.99,1017857.14,"suburban"
20782,399000,9,3,0.11,187270,"Providence","Rhode Island",4637,86.05,3627272.73,"urban"
19729,449900,4,3,0.58,198557,"Johnston","Rhode Island",1344,334.75,775689.66,"suburban"
82022,319000,2,1,0.11,1530954,"Cumberland","Rhode Island",992,321.57,2900000,"urban"
78105,380000,4,2,0.38,796619,"North Providence","Rhode Island",3458,109.89,1e+06,"suburban"
52607,369900,3,2,0.19,1049963,"Cranston","Rhode Island",1142,323.91,1946842.11,"urban"
64959,325000,4,2,0.17,955876,"Cumberland","Rhode Island",1336,243.26,1911764.71,"urban"
45068,349900,5,3,0.09,1229468,"Johnston","Rhode Island",4190,83.51,3887777.78,"urban"
53317,299900,3,1,0.23,1428105,"West Warwick","Rhode Island",1008,297.52,1303913.04,"urban"
85655,899900,3,2,1.42,237672,"North Kingstown","Rhode Island",2150,418.56,633732.39,"rural"
81672,699900,3,4,0.36,130949,"Warwick","Rhode Island",2380,294.08,1944166.67,"suburban"
78723,324000,6,2,0.11,33412,"Pawtucket","Rhode Island",3720,87.1,2945454.55,"urban"
26030,319900,2,1,0.18,1407373,"Cumberland","Rhode Island",852,375.47,1777222.22,"urban"
51130,384900,3,1,0.13,108172,"Cranston","Rhode Island",1150,334.7,2960769.23,"urban"
26030,269900,1,1,0.19,870090,"Pawtucket","Rhode Island",825,327.15,1420526.32,"urban"
71786,949900,4,3,1.03,1308405,"Coventry","Rhode Island",3300,287.85,922233.01,"rural"
52030,239900,1,1,0.68,1445041,"Seekonk","Massachusetts",288,832.99,352794.12,"suburban"
22611,389900,3,2,2.73,523184,"Voluntown","Connecticut",1794,217.34,142820.51,"rural"
66165,495000,3,3,1.26,539856,"Barrington","Rhode Island",2008,246.51,392857.14,"rural"
66165,450000,2,3,0.19,1667487,"West Warwick","Rhode Island",1941,231.84,2368421.05,"urban"
81784,279900,2,2,0.19,602635,"East Providence","Rhode Island",1080,259.17,1473157.89,"urban"
79168,349900,3,1,0.26,112921,"Richmond","Rhode Island",1300,269.15,1345769.23,"suburban"
81032,449900,6,3,0.11,116962,"Pawtucket","Rhode Island",5488,81.98,4090000,"urban"
52607,399900,8,3,0.09,180220,"Providence","Rhode Island",4128,96.88,4443333.33,"urban"
85368,301000,2,3,0.19,230779,"Providence","Rhode Island",1360,221.32,1584210.53,"urban"
78958,399900,3,2,0.2,1774030,"North Providence","Rhode Island",2192,182.44,1999500,"urban"
84534,375000,3,1,0.15,560928,"North Providence","Rhode Island",1452,258.26,2500000,"urban"
80750,275000,2,1,0.22,1105183,"Warwick","Rhode Island",1012,271.74,1250000,"urban"
30189,315000,2,2,0.09,1212457,"Warwick","Rhode Island",570,552.63,3500000,"urban"
81672,224900,2,1,0.11,674471,"Warwick","Rhode Island",873,257.62,2044545.45,"urban"
33714,330000,3,3,0.99,204492,"Killingly","Connecticut",1777,185.71,333333.33,"suburban"
45068,2e+05,3,1,1.17,673165,"Exeter","Rhode Island",1504,132.98,170940.17,"rural"
29501,334000,3,2,0.23,13216,"Lincoln","Rhode Island",800,417.5,1452173.91,"urban"
15852,350000,4,1,0.09,1637805,"Cranston","Rhode Island",1600,218.75,3888888.89,"urban"
15852,465000,3,4,0.19,462416,"Cumberland","Rhode Island",1940,239.69,2447368.42,"urban"
70991,289900,4,3,5.49,1539813,"Voluntown","Connecticut",1386,209.16,52805.1,"rural"
22654,369900,5,3,0.15,496559,"Warwick","Rhode Island",3977,93.01,2466000,"urban"
42179,339900,3,2,0.24,1303722,"East Providence","Rhode Island",4650,73.1,1416250,"urban"
24844,339900,3,2,0.11,374602,"Cranston","Rhode Island",1645,206.63,3090000,"urban"
109167,279900,3,1,0.18,197921,"Cranston","Rhode Island",1396,200.5,1555000,"urban"
45987,775000,2,3,0.19,1259807,"East Providence","Rhode Island",2138,362.49,4078947.37,"urban"
8662,459999,6,4,0.15,1815271,"Providence","Rhode Island",3964,116.04,3066660,"urban"
45279,389500,7,3,0.07,93170,"Providence","Rhode Island",3834,101.59,5564285.71,"urban"
22647,290000,3,1,0.14,481696,"North Providence","Rhode Island",1176,246.6,2071428.57,"urban"
97013,449000,4,4,0.23,332064,"Cumberland","Rhode Island",2520,178.17,1952173.91,"urban"
45068,249900,2,2,0.19,1170079,"West Warwick","Rhode Island",1120,223.12,1315263.16,"urban"
85368,1095000,5,4,0.11,793728,"Providence","Rhode Island",6594,166.06,9954545.45,"urban"
78166,359900,3,2,0.14,17694,"Johnston","Rhode Island",2652,135.71,2570714.29,"urban"
19629,274900,2,1,0.11,1104730,"Warwick","Rhode Island",1112,247.21,2499090.91,"urban"
52607,475000,9,3,0.09,1513506,"Central Falls","Rhode Island",6097,77.91,5277777.78,"urban"
78984,399000,3,2,0.19,1628979,"Warwick","Rhode Island",960,415.62,2100000,"urban"
54300,449000,3,2,0.34,66426,"Seekonk","Massachusetts",1788,251.12,1320588.24,"suburban"
45068,325000,2,1,0.33,1229456,"West Warwick","Rhode Island",1260,257.94,984848.48,"suburban"
8048,799900,5,4,0.95,1685642,"Warwick","Rhode Island",4534,176.42,842000,"suburban"
71990,489900,3,2,0.21,423941,"Barrington","Rhode Island",1559,314.24,2332857.14,"urban"
76006,319900,2,2,0.12,892964,"Pawtucket","Rhode Island",936,341.77,2665833.33,"urban"
76006,299900,3,2,0.23,1072171,"West Warwick","Rhode Island",1209,248.06,1303913.04,"urban"
40118,339900,3,2,0.24,1619712,"West Warwick","Rhode Island",1085,313.27,1416250,"urban"
21823,469900,3,2,0.24,1653623,"North Providence","Rhode Island",1242,378.34,1957916.67,"urban"
22647,439000,4,3,0.47,1231027,"North Providence","Rhode Island",1538,285.44,934042.55,"suburban"
9551,499900,3,2,1.3,1313711,"West Greenwich","Rhode Island",1496,334.16,384538.46,"rural"
55677,739000,5,4,0.13,470439,"Providence","Rhode Island",2853,259.03,5684615.38,"urban"
85655,510000,2,2,0.19,1645997,"Exeter","Rhode Island",1358,375.55,2684210.53,"urban"
107989,619000,3,3,0.13,863391,"Barrington","Rhode Island",1560,396.79,4761538.46,"urban"
29501,499000,8,3,0.18,793510,"Providence","Rhode Island",7180,69.5,2772222.22,"urban"
56462,239000,4,2,0.09,766156,"Providence","Rhode Island",1373,174.07,2655555.56,"urban"
19716,169900,1,1,0.05,1032402,"Cranston","Rhode Island",590,287.97,3398000,"urban"
8048,224900,2,2,36.79,1619810,"Coventry","Rhode Island",1088,206.71,6113.07,"rural"
99220,425000,4,2,1,1297684,"East Providence","Rhode Island",2815,150.98,425000,"suburban"
22647,499000,3,2,3,200138,"Smithfield","Rhode Island",1376,362.65,166333.33,"rural"
63448,615000,2,2,0.13,438808,"Medfield","Massachusetts",1644,374.09,4730769.23,"urban"
20699,339000,3,2,0.24,807471,"East Providence","Rhode Island",1790,189.39,1412500,"urban"
43927,499900,3,2,0.19,1136372,"Middletown","Rhode Island",1244,401.85,2631052.63,"urban"
80052,799444,3,3,1.84,600348,"Cranston","Rhode Island",3557,224.75,434480.43,"rural"
108039,249900,3,1,0.08,16666,"Providence","Rhode Island",1008,247.92,3123750,"urban"
83577,305000,3,1,0.1,1584757,"Pawtucket","Rhode Island",1584,192.55,3050000,"urban"
25224,469999,3,3,0.18,1486723,"Cranston","Rhode Island",1558,301.67,2611105.56,"urban"
52607,389000,3,2,2.9,780902,"Richmond","Rhode Island",1258,309.22,134137.93,"rural"
11500,379900,5,2,0.15,1105800,"Cranston","Rhode Island",1978,192.06,2532666.67,"urban"
53267,359900,3,3,0.25,545254,"North Providence","Rhode Island",1623,221.75,1439600,"urban"
85368,317900,4,1,0.13,1751797,"Cranston","Rhode Island",1495,212.64,2445384.62,"urban"
21736,435000,3,2,0.3,249342,"North Kingstown","Rhode Island",1218,357.14,1450000,"suburban"
52607,675900,4,3,0.37,1407857,"Attleboro","Massachusetts",3000,225.3,1826756.76,"suburban"
45068,250000,2,1,0.11,1692691,"Cranston","Rhode Island",768,325.52,2272727.27,"urban"
55677,285000,4,2,0.07,100691,"Providence","Rhode Island",2095,136.04,4071428.57,"urban"
79168,279900,3,1,0.19,1486673,"Coventry","Rhode Island",1008,277.68,1473157.89,"urban"
109167,449900,3,2,0.27,1645927,"Cranston","Rhode Island",1456,309,1666296.3,"suburban"
85368,250000,3,1,0.11,213648,"Warwick","Rhode Island",1001,249.75,2272727.27,"urban"
15325,289900,3,1,0.18,871313,"Coventry","Rhode Island",1200,241.58,1610555.56,"urban"
15852,289900,3,1,0.09,1671245,"Cranston","Rhode Island",1170,247.78,3221111.11,"urban"
16159,299900,3,1,0.11,330699,"Cranston","Rhode Island",1232,243.43,2726363.64,"urban"
45068,349900,4,2,0.1,794908,"Pawtucket","Rhode Island",2866,122.09,3499000,"urban"
85368,599000,3,2,0.25,115246,"Barrington","Rhode Island",1470,407.48,2396000,"urban"
15469,344900,3,2,0.11,329914,"East Providence","Rhode Island",1248,276.36,3135454.55,"urban"
66165,4e+05,2,2,0.19,1450734,"Barrington","Rhode Island",1172,341.3,2105263.16,"urban"
22622,469900,4,3,0.2,484242,"Cranston","Rhode Island",1394,337.09,2349500,"urban"
66166,329900,2,1,0.14,1313438,"Providence","Rhode Island",1440,229.1,2356428.57,"urban"
83272,360000,3,1,0.24,290418,"Cumberland","Rhode Island",1577,228.28,1500000,"urban"
79249,325000,3,1,0.12,1724773,"Pawtucket","Rhode Island",1161,279.93,2708333.33,"urban"
53317,319900,3,1,0.16,1742385,"East Providence","Rhode Island",1120,285.62,1999375,"urban"
106494,324900,4,1,0.29,58053,"Johnston","Rhode Island",1248,260.34,1120344.83,"suburban"
109914,379900,4,2,0.09,639450,"Cranston","Rhode Island",1232,308.36,4221111.11,"urban"
109914,244900,3,1,0.91,1637364,"Hopkinton","Rhode Island",1556,157.39,269120.88,"suburban"
23865,169900,3,2,0.07,321198,"Providence","Rhode Island",986,172.31,2427142.86,"urban"
109167,449900,2,2,0.22,654273,"North Providence","Rhode Island",1760,255.62,2045000,"urban"
22156,260000,2,1,0.11,458308,"Scituate","Rhode Island",933,278.67,2363636.36,"urban"
52607,289900,3,2,0.19,945368,"Providence","Rhode Island",1779,162.96,1525789.47,"urban"
80052,479900,3,3,1.84,100696,"Hopkinton","Rhode Island",2048,234.33,260815.22,"rural"
22654,769500,2,3,0.19,821478,"North Kingstown","Rhode Island",3055,251.88,4050000,"urban"
94173,139000,2,1,0.27,921714,"North Attleboro","Massachusetts",720,193.06,514814.81,"suburban"
45068,175000,1,1,0.19,139435,"North Providence","Rhode Island",900,194.44,921052.63,"urban"
108039,275000,5,2,0.07,1313393,"Providence","Rhode Island",3519,78.15,3928571.43,"urban"
53317,320000,5,4,0.11,1628992,"Pawtucket","Rhode Island",4356,73.46,2909090.91,"urban"
80052,639000,4,4,2.29,1105426,"West Greenwich","Rhode Island",2868,222.8,279039.3,"rural"
52607,399900,6,3,0.1,36611,"Providence","Rhode Island",4032,99.18,3999000,"urban"
19576,4e+05,4,2,0.39,187062,"Cranston","Rhode Island",1094,365.63,1025641.03,"suburban"
45068,230000,2,1,0.18,793748,"Johnston","Rhode Island",572,402.1,1277777.78,"urban"
51130,489900,3,3,1.02,16028,"West Greenwich","Rhode Island",2058,238.05,480294.12,"rural"
80052,289900,3,2,0.11,695688,"Johnston","Rhode Island",1500,193.27,2635454.55,"urban"
44716,799900,4,3,0.92,437586,"Lincoln","Rhode Island",2453,326.09,869456.52,"suburban"
81032,329900,4,2,0.15,1122095,"Cranston","Rhode Island",1664,198.26,2199333.33,"urban"
14887,340000,3,2,0.1,85252,"Pawtucket","Rhode Island",1157,293.86,3400000,"urban"
45068,329900,5,2,0.11,267123,"Pawtucket","Rhode Island",3507,94.07,2999090.91,"urban"
80052,317500,3,2,0.1,1438019,"Cranston","Rhode Island",1175,270.21,3175000,"urban"
53317,294900,3,1,0.28,1222091,"Coventry","Rhode Island",912,323.36,1053214.29,"suburban"
22647,669900,4,3,0.51,198205,"Cumberland","Rhode Island",2520,265.83,1313529.41,"suburban"
79249,285000,3,1,0.12,437264,"Pawtucket","Rhode Island",988,288.46,2375000,"urban"
12404,384900,3,1,0.21,1272766,"Cumberland","Rhode Island",1436,268.04,1832857.14,"urban"
5281,4e+05,3,1,0.27,1242839,"Warwick","Rhode Island",1393,287.15,1481481.48,"suburban"
80052,399000,3,2,0.35,113050,"Cumberland","Rhode Island",1334,299.1,1140000,"suburban"
82335,325000,3,1,0.18,1548898,"Cranston","Rhode Island",1350,240.74,1805555.56,"urban"
85163,359900,3,2,0.24,388644,"Warwick","Rhode Island",1144,314.6,1499583.33,"urban"
105309,355000,6,2,0.06,531728,"Pawtucket","Rhode Island",3492,101.66,5916666.67,"urban"
79362,259000,3,1,0.11,1708233,"Seekonk","Massachusetts",1152,224.83,2354545.45,"urban"
53317,390000,3,3,1,1443347,"Johnston","Rhode Island",2268,171.96,390000,"suburban"
56878,350000,3,1,2.12,1392720,"Killingly","Connecticut",1158,302.25,165094.34,"rural"
77327,260000,3,2,0.2,115036,"Cranston","Rhode Island",1146,226.88,1300000,"urban"
8048,615000,3,4,0.13,765256,"North Kingstown","Rhode Island",1746,352.23,4730769.23,"urban"
22654,479900,9,3,0.13,415344,"Providence","Rhode Island",6033,79.55,3691538.46,"urban"
45068,325000,3,2,0.07,1285243,"North Providence","Rhode Island",1662,195.55,4642857.14,"urban"
91623,395000,3,2,0.2,1053511,"Plainfield","Connecticut",1144,345.28,1975000,"urban"
53016,339900,3,2,0.24,914490,"North Providence","Rhode Island",1471,231.07,1416250,"urban"
78576,549900,6,4,0.09,67228,"Providence","Rhode Island",4312,127.53,6110000,"urban"
78576,455000,3,4,0.74,17711,"Warwick","Rhode Island",2139,212.72,614864.86,"suburban"
62466,349900,3,2,0.12,386964,"East Providence","Rhode Island",1402,249.57,2915833.33,"urban"
15852,450000,4,2,0.16,1285368,"North Providence","Rhode Island",4008,112.28,2812500,"urban"
42179,299900,4,2,0.07,1597934,"Warwick","Rhode Island",1320,227.2,4284285.71,"urban"
92290,289900,2,1,0.16,677033,"Warwick","Rhode Island",805,360.12,1811875,"urban"
10006,425000,3,2,0.28,10929,"Middletown","Rhode Island",1264,336.23,1517857.14,"suburban"
82022,349900,3,2,0.23,847245,"Lincoln","Rhode Island",1300,269.15,1521304.35,"urban"
15852,350000,3,2,0.15,954885,"Pawtucket","Rhode Island",1500,233.33,2333333.33,"urban"
51341,499900,3,2,0.24,10204,"East Providence","Rhode Island",1174,425.81,2082916.67,"urban"
55830,650000,3,4,0.23,1668999,"Smithfield","Rhode Island",2211,293.98,2826086.96,"urban"
72018,450000,3,2,0.36,523829,"East Greenwich","Rhode Island",1270,354.33,1250000,"suburban"
80291,349900,3,2,0.27,1297051,"West Warwick","Rhode Island",1104,316.94,1295925.93,"suburban"
80750,429900,3,1,0.48,918484,"North Kingstown","Rhode Island",1150,373.83,895625,"suburban"
22654,255000,3,1,0.19,597677,"Warwick","Rhode Island",898,283.96,1342105.26,"urban"
66165,380000,2,2,0.19,1450740,"Barrington","Rhode Island",1102,344.83,2e+06,"urban"
44716,795000,5,5,0.1,750937,"East Providence","Rhode Island",9352,85.01,7950000,"urban"
78958,3e+05,5,2,0.11,1671344,"Providence","Rhode Island",1560,192.31,2727272.73,"urban"
19624,269900,3,2,0.07,430155,"Providence","Rhode Island",1123,240.34,3855714.29,"urban"
91623,239900,2,1,0.63,569351,"Plainfield","Connecticut",1092,219.69,380793.65,"suburban"
78654,549900,3,3,3.6,1281479,"Sterling","Connecticut",1807,304.32,152750,"rural"
45068,4e+05,3,1,0.09,892544,"Barrington","Rhode Island",1188,336.7,4444444.44,"urban"
99220,425000,6,4,0.14,1393941,"Pawtucket","Rhode Island",2155,197.22,3035714.29,"urban"
78723,399000,6,2,0.11,1353627,"Providence","Rhode Island",3240,123.15,3627272.73,"urban"
79168,274977,2,2,0.11,1685635,"Warwick","Rhode Island",1313,209.43,2499790.91,"urban"
79168,334900,2,3,0.19,332014,"Smithfield","Rhode Island",1244,269.21,1762631.58,"urban"
45068,499999,4,4,0.21,16384,"North Providence","Rhode Island",2380,210.08,2380947.62,"urban"
14933,329999,2,3,0.19,1821210,"West Warwick","Rhode Island",1360,242.65,1736836.84,"urban"
78166,549900,3,3,0.46,653796,"Cranston","Rhode Island",1824,301.48,1195434.78,"suburban"
5735,799900,4,3,1.86,385520,"North Kingstown","Rhode Island",3239,246.96,430053.76,"rural"
26271,625000,3,3,0.55,1739419,"Johnston","Rhode Island",2600,240.38,1136363.64,"suburban"
52607,365000,4,2,0.18,1539922,"Pawtucket","Rhode Island",1642,222.29,2027777.78,"urban"
107976,630000,4,2,0.5,197807,"Middletown","Rhode Island",1548,406.98,1260000,"suburban"
97013,639900,4,4,0.47,1032237,"Cumberland","Rhode Island",2392,267.52,1361489.36,"suburban"
13907,415000,3,2,0.17,581259,"Cranston","Rhode Island",1762,235.53,2441176.47,"urban"
68212,345000,2,2,0.19,1142734,"North Kingstown","Rhode Island",1081,319.15,1815789.47,"urban"
